timestamp_utc,glucose_mmol_l,glucose_neural,neural_valid,heart_rate_bpm,hrv_rmssd,is_outdoor,temperature_c,aqi,event_type,sensitivity_mult,meal_carbs,insulin_units
2026-04-24T06:00:00+00:00,6.882,6.882,0,66,50.0,0,16.3,54.3,ROUTINE,1.076,0.0,0
2026-04-24T06:05:00+00:00,6.773,6.773,0,68,47.54,0,16.6,50.9,ROUTINE,1.074,0.0,0
2026-04-24T06:10:00+00:00,6.722,6.722,0,66,50.0,0,19.3,60.5,ROUTINE,1.083,0.0,0
2026-04-24T06:15:00+00:00,6.715,6.715,0,66,50.0,0,19.5,45.0,ROUTINE,1.07,0.0,0
2026-04-24T06:20:00+00:00,6.577,6.577,0,67,49.68,0,18.1,59.6,ROUTINE,1.084,0.0,0
2026-04-24T06:25:00+00:00,6.547,6.547,0,66,50.0,0,18.5,54.8,ROUTINE,1.081,0.0,0
2026-04-24T06:30:00+00:00,6.541,6.558,1,66,50.0,0,20.2,61.9,ROUTINE,1.088,0.0,0
2026-04-24T06:35:00+00:00,6.544,6.467,1,67,50.0,0,19.8,56.1,ROUTINE,1.084,0.0,0
2026-04-24T06:40:00+00:00,6.479,6.526,1,67,50.0,0,19.6,45.4,ROUTINE,1.074,0.0,0
2026-04-24T06:45:00+00:00,6.462,6.256,1,67,50.0,0,18.7,50.5,ROUTINE,1.08,0.0,0
2026-04-24T06:50:00+00:00,6.537,6.45,1,67,50.0,0,19.7,48.5,ROUTINE,1.079,0.0,0
2026-04-24T06:55:00+00:00,6.394,6.526,1,67,50.0,0,19.7,49.7,ROUTINE,1.081,0.0,0
2026-04-24T07:00:00+00:00,6.545,5.928,1,67,50.0,0,20.7,50.7,ROUTINE,1.083,0.0,0
2026-04-24T07:05:00+00:00,6.371,6.708,1,67,50.0,0,20.3,50.7,ROUTINE,1.084,0.0,0
2026-04-24T07:10:00+00:00,6.207,5.88,1,67,50.0,0,20.3,53.7,ROUTINE,1.088,0.0,0
2026-04-24T07:15:00+00:00,6.056,5.804,1,67,50.0,0,21.3,53.7,ROUTINE,1.089,0.0,0
2026-04-24T07:20:00+00:00,6.102,5.473,1,67,50.0,0,22.1,50.5,ROUTINE,1.086,0.0,0
2026-04-24T07:25:00+00:00,6.152,5.951,1,67,50.0,0,22.3,52.4,ROUTINE,1.088,0.0,0
2026-04-24T07:30:00+00:00,6.12,6.157,1,68,50.0,0,20.0,51.6,ROUTINE,1.09,0.0,0
2026-04-24T07:35:00+00:00,6.106,6.0,1,68,49.97,0,23.8,62.0,ROUTINE,1.089,0.0,0
2026-04-24T07:40:00+00:00,6.125,6.271,1,68,50.0,0,20.4,55.2,ROUTINE,1.095,0.0,0
2026-04-24T07:45:00+00:00,6.086,6.211,1,68,50.0,0,21.8,49.7,ROUTINE,1.091,0.0,0
2026-04-24T07:50:00+00:00,5.884,6.08,1,68,49.73,0,22.1,45.1,ROUTINE,1.087,0.0,0
2026-04-24T07:55:00+00:00,5.649,5.232,1,68,50.0,0,21.8,48.8,ROUTINE,1.092,0.0,0
2026-04-24T08:00:00+00:00,5.533,4.873,1,68,50.0,0,22.3,53.0,ROUTINE,1.096,0.0,0
2026-04-24T08:05:00+00:00,5.576,4.971,1,68,50.0,0,22.2,50.8,ROUTINE,1.095,0.0,0
2026-04-24T08:10:00+00:00,5.579,5.245,1,68,50.0,0,23.4,52.6,ROUTINE,1.09,0.0,0
2026-04-24T08:15:00+00:00,5.597,5.459,1,69,50.0,0,23.1,57.4,ROUTINE,1.097,0.0,0
2026-04-24T08:20:00+00:00,5.697,5.492,1,69,50.0,0,22.5,57.2,ROUTINE,1.102,0.0,0
2026-04-24T08:25:00+00:00,5.657,5.857,1,69,49.84,0,21.9,51.4,ROUTINE,1.101,0.0,0
2026-04-24T08:30:00+00:00,5.805,5.789,1,69,49.91,0,22.7,49.4,ROUTINE,1.096,0.0,0
2026-04-24T08:35:00+00:00,5.673,6.079,1,69,49.59,0,23.3,58.9,ROUTINE,1.103,0.0,0
2026-04-24T08:40:00+00:00,5.651,5.527,1,69,49.87,0,22.8,46.0,ROUTINE,1.094,0.0,0
2026-04-24T08:45:00+00:00,5.442,5.881,1,69,49.94,0,23.3,50.2,ROUTINE,1.096,0.0,0
2026-04-24T08:50:00+00:00,5.394,4.781,1,69,50.0,0,23.2,50.0,ROUTINE,1.098,0.0,0
2026-04-24T08:55:00+00:00,5.475,5.35,1,70,49.8,0,25.9,45.7,ROUTINE,1.077,0.0,0
2026-04-24T09:00:00+00:00,5.589,5.378,1,70,49.68,0,22.8,62.1,ROUTINE,1.114,0.0,0
2026-04-24T09:05:00+00:00,5.577,5.495,1,70,49.45,0,24.6,54.2,ROUTINE,1.096,0.0,0
2026-04-24T09:10:00+00:00,5.564,5.682,1,70,49.4,0,25.5,55.6,ROUTINE,1.093,0.0,0
2026-04-24T09:15:00+00:00,5.289,5.757,1,70,49.37,0,24.5,45.8,ROUTINE,1.091,0.0,0
2026-04-24T09:20:00+00:00,5.58,4.638,1,70,49.89,0,25.8,49.8,ROUTINE,1.087,0.0,0
2026-04-24T09:25:00+00:00,5.415,5.778,1,71,49.29,0,24.8,49.0,ROUTINE,1.094,0.0,0
2026-04-24T09:30:00+00:00,5.667,4.981,1,71,49.56,0,25.0,52.1,ROUTINE,1.097,0.0,0
2026-04-24T09:35:00+00:00,5.695,5.991,1,71,49.16,0,25.8,61.4,ROUTINE,1.102,0.0,0
2026-04-24T09:40:00+00:00,5.687,5.951,1,71,49.06,0,24.2,57.0,ROUTINE,1.109,0.0,0
2026-04-24T09:45:00+00:00,5.542,6.099,1,71,49.05,0,25.5,53.9,ROUTINE,1.098,0.0,0
2026-04-24T09:50:00+00:00,5.448,5.287,1,71,49.31,0,27.4,48.3,ROUTINE,1.082,0.0,0
2026-04-24T09:55:00+00:00,5.353,5.476,1,71,49.47,0,27.2,54.1,ROUTINE,1.09,0.0,0
2026-04-24T10:00:00+00:00,5.275,4.986,1,71,49.64,0,26.0,51.7,ROUTINE,1.096,0.0,0
2026-04-24T10:05:00+00:00,5.253,4.885,1,71,49.77,0,28.0,50.7,ROUTINE,1.083,0.0,0
2026-04-24T10:10:00+00:00,5.341,4.995,1,71,49.82,0,24.8,45.9,ROUTINE,1.101,0.0,0
2026-04-24T10:15:00+00:00,5.411,5.26,1,71,49.65,0,27.0,53.4,ROUTINE,1.095,0.0,0
2026-04-24T10:20:00+00:00,5.487,5.608,1,72,49.53,0,25.1,59.5,ROUTINE,1.114,0.0,0
2026-04-24T10:25:00+00:00,5.516,5.831,1,72,49.38,0,27.8,62.6,ROUTINE,1.1,0.0,0
2026-04-24T10:30:00+00:00,5.436,6.012,1,72,49.32,0,25.7,42.8,ROUTINE,1.096,0.0,0
2026-04-24T10:35:00+00:00,5.36,5.546,1,72,49.47,0,25.6,58.2,ROUTINE,1.113,0.0,0
2026-04-24T10:40:00+00:00,5.429,5.391,1,72,49.61,0,26.6,53.4,ROUTINE,1.102,0.0,0
2026-04-24T10:45:00+00:00,5.53,5.559,1,72,49.47,0,29.6,56.1,ROUTINE,1.086,0.0,0
2026-04-24T10:50:00+00:00,5.472,5.618,1,72,49.29,0,27.5,55.8,ROUTINE,1.1,0.0,0
2026-04-24T10:55:00+00:00,5.428,5.486,1,72,49.4,0,27.6,56.3,ROUTINE,1.101,0.0,0
2026-04-24T11:00:00+00:00,5.499,5.446,1,72,49.48,0,27.2,61.9,ROUTINE,1.11,0.0,0
2026-04-24T11:05:00+00:00,5.435,5.736,1,73,49.34,0,29.0,54.8,ROUTINE,1.093,0.0,0
2026-04-24T11:10:00+00:00,5.403,5.377,1,73,49.47,0,27.3,61.0,ROUTINE,1.111,0.0,0
2026-04-24T11:15:00+00:00,5.323,5.603,1,73,49.52,0,28.6,61.4,ROUTINE,1.103,0.0,0
2026-04-24T11:20:00+00:00,5.281,5.228,1,73,49.67,0,28.6,57.7,ROUTINE,1.1,0.0,0
2026-04-24T11:25:00+00:00,5.157,5.257,1,73,49.75,0,27.9,57.9,ROUTINE,1.106,0.0,0
2026-04-24T11:30:00+00:00,5.006,4.805,1,73,49.98,0,28.4,47.1,ROUTINE,1.093,0.0,0
2026-04-24T11:35:00+00:00,4.934,4.444,1,73,50.0,0,26.8,59.8,ROUTINE,1.117,0.0,0
2026-04-24T11:40:00+00:00,5.018,4.658,1,73,50.0,0,29.0,61.0,ROUTINE,1.104,0.0,0
2026-04-24T11:45:00+00:00,5.02,4.866,1,73,50.0,0,27.3,45.4,ROUTINE,1.101,0.0,0
2026-04-24T11:50:00+00:00,5.105,5.151,1,73,50.0,0,27.2,51.3,ROUTINE,1.108,0.0,0
2026-04-24T11:55:00+00:00,5.052,5.312,1,73,50.0,0,29.6,52.9,ROUTINE,1.094,0.0,0
2026-04-24T12:00:00+00:00,5.074,5.345,1,73,50.0,0,29.4,62.7,ROUTINE,1.107,0.0,0
2026-04-24T12:05:00+00:00,5.088,5.537,1,73,50.0,0,29.4,63.5,ROUTINE,1.108,0.0,0
2026-04-24T12:10:00+00:00,5.19,5.508,1,73,50.0,0,30.0,53.9,ROUTINE,1.095,0.0,0
2026-04-24T12:15:00+00:00,5.311,5.607,1,73,49.93,0,28.8,56.5,ROUTINE,1.106,0.0,0
2026-04-24T12:20:00+00:00,5.375,5.733,1,74,49.7,0,27.6,48.1,ROUTINE,1.106,0.0,0
2026-04-24T12:25:00+00:00,5.285,5.927,1,74,49.58,0,29.2,62.8,ROUTINE,1.111,0.0,0
2026-04-24T12:30:00+00:00,5.238,5.449,1,74,49.75,0,29.0,53.6,ROUTINE,1.104,0.0,0
2026-04-24T12:35:00+00:00,5.292,5.563,1,74,49.84,0,28.6,57.7,ROUTINE,1.111,0.0,0
2026-04-24T12:40:00+00:00,5.115,5.499,1,74,49.74,0,29.6,62.0,ROUTINE,1.109,0.0,0
2026-04-24T12:45:00+00:00,5.134,4.679,1,74,50.0,0,31.0,58.7,ROUTINE,1.098,0.0,0
2026-04-24T12:50:00+00:00,5.255,5.324,1,74,50.0,0,30.4,59.4,ROUTINE,1.103,0.0,0
2026-04-24T12:55:00+00:00,5.424,5.328,1,74,49.81,0,29.1,60.4,ROUTINE,1.113,0.0,0
2026-04-24T13:00:00+00:00,5.302,5.713,1,74,49.49,0,28.4,54.2,ROUTINE,1.112,0.0,0
2026-04-24T13:05:00+00:00,5.255,5.25,1,74,49.71,0,31.1,58.9,ROUTINE,1.099,0.0,0
2026-04-24T13:10:00+00:00,5.149,5.69,1,74,49.8,0,30.1,61.2,ROUTINE,1.109,0.0,0
2026-04-24T13:15:00+00:00,5.022,5.111,1,74,50.0,0,28.3,61.2,ROUTINE,1.121,0.0,0
2026-04-24T13:20:00+00:00,5.105,4.842,1,74,50.0,0,29.8,59.3,ROUTINE,1.109,0.0,0
2026-04-24T13:25:00+00:00,5.147,5.251,1,74,50.0,0,30.1,60.1,ROUTINE,1.108,0.0,0
2026-04-24T13:30:00+00:00,5.191,5.306,1,74,50.0,0,30.5,62.2,ROUTINE,1.109,0.0,0
2026-04-24T13:35:00+00:00,5.249,5.584,1,74,49.93,0,29.3,57.0,ROUTINE,1.111,0.0,0
2026-04-24T13:40:00+00:00,5.338,5.651,1,74,49.82,0,29.6,54.4,ROUTINE,1.107,0.0,0
2026-04-24T13:45:00+00:00,5.428,5.962,1,75,49.65,0,31.0,66.9,ROUTINE,1.11,0.0,0
2026-04-24T13:50:00+00:00,5.351,5.986,1,75,49.49,0,27.9,58.8,ROUTINE,1.123,0.0,0
2026-04-24T13:55:00+00:00,5.124,5.723,1,75,49.62,0,30.3,60.2,ROUTINE,1.109,0.0,0
2026-04-24T14:00:00+00:00,5.247,4.822,1,74,50.0,0,29.1,52.6,ROUTINE,1.109,0.0,0
2026-04-24T14:05:00+00:00,5.147,5.61,1,74,49.82,0,30.9,65.3,ROUTINE,1.111,0.0,0
2026-04-24T14:10:00+00:00,5.141,5.008,1,74,50.0,0,30.7,62.4,ROUTINE,1.109,0.0,0
2026-04-24T14:15:00+00:00,4.908,5.319,1,74,50.0,0,30.4,63.9,ROUTINE,1.113,0.0,0
2026-04-24T14:20:00+00:00,4.829,4.236,1,74,50.0,0,30.1,56.3,ROUTINE,1.107,0.0,0
2026-04-24T14:25:00+00:00,4.979,4.732,1,74,50.0,0,29.0,51.9,ROUTINE,1.11,0.0,0
2026-04-24T14:30:00+00:00,4.89,4.989,1,74,50.0,0,29.6,53.0,ROUTINE,1.108,0.0,0
2026-04-24T14:35:00+00:00,4.802,4.754,1,74,50.0,0,30.2,61.6,ROUTINE,1.112,0.0,0
2026-04-24T14:40:00+00:00,4.955,4.777,1,74,50.0,0,29.8,56.0,ROUTINE,1.109,0.0,0
2026-04-24T14:45:00+00:00,4.957,5.266,1,74,50.0,0,29.3,59.8,ROUTINE,1.117,0.0,0
2026-04-24T14:50:00+00:00,4.715,5.461,1,74,50.0,0,29.7,62.2,ROUTINE,1.116,0.0,0
2026-04-24T14:55:00+00:00,4.695,4.582,1,74,50.0,0,30.9,61.1,ROUTINE,1.107,0.0,0
2026-04-24T15:00:00+00:00,4.816,5.18,1,75,50.0,0,31.2,57.7,ROUTINE,1.102,0.0,0
2026-04-24T15:05:00+00:00,4.455,5.091,1,74,50.0,0,28.5,59.7,ROUTINE,1.121,0.0,0
2026-04-24T15:10:00+00:00,4.59,4.171,1,74,50.0,0,29.2,58.1,ROUTINE,1.115,0.0,0
2026-04-24T15:15:00+00:00,4.468,5.084,1,74,50.0,0,28.1,51.7,ROUTINE,1.116,0.0,0
2026-04-24T15:20:00+00:00,4.405,4.314,1,74,50.0,0,32.3,47.6,ROUTINE,1.083,0.0,0
2026-04-24T15:25:00+00:00,4.556,4.464,1,74,50.0,0,29.2,53.5,ROUTINE,1.11,0.0,0
2026-04-24T15:30:00+00:00,4.653,4.722,1,74,50.0,0,30.2,57.6,ROUTINE,1.107,0.0,0
2026-04-24T15:35:00+00:00,4.617,5.01,1,74,50.0,0,28.9,60.4,ROUTINE,1.118,0.0,0
2026-04-24T15:40:00+00:00,4.755,4.992,1,74,50.0,0,28.9,56.1,ROUTINE,1.114,0.0,0
2026-04-24T15:45:00+00:00,4.728,5.38,1,74,50.0,0,25.9,49.9,ROUTINE,1.127,0.0,0
2026-04-24T15:50:00+00:00,4.896,5.43,1,74,50.0,0,30.2,59.3,ROUTINE,1.107,0.0,0
2026-04-24T15:55:00+00:00,5.094,5.628,1,74,50.0,0,28.3,58.0,ROUTINE,1.119,0.0,0
2026-04-24T16:00:00+00:00,5.046,5.909,1,74,50.0,0,29.2,62.1,ROUTINE,1.116,0.0,0
2026-04-24T16:05:00+00:00,5.301,5.783,1,74,50.0,0,28.9,58.9,ROUTINE,1.115,0.0,0
2026-04-24T16:10:00+00:00,5.523,6.124,1,74,50.0,0,29.6,47.5,ROUTINE,1.098,0.0,0
2026-04-24T16:15:00+00:00,6.053,6.485,1,74,50.0,0,29.1,61.5,ROUTINE,1.115,0.0,0
2026-04-24T16:20:00+00:00,6.628,7.142,1,74,50.0,0,27.3,58.1,ROUTINE,1.123,0.0,0
2026-04-24T16:25:00+00:00,7.102,8.135,1,74,50.0,0,28.9,58.8,ROUTINE,1.112,0.0,0
2026-04-24T16:30:00+00:00,7.469,9.131,1,74,50.0,0,27.0,55.0,ROUTINE,1.121,0.0,0
2026-04-24T16:35:00+00:00,7.697,9.642,1,74,50.0,0,30.5,57.7,ROUTINE,1.1,0.0,0
2026-04-24T16:40:00+00:00,8.097,9.844,1,74,50.0,0,26.3,58.6,ROUTINE,1.128,0.0,0
2026-04-24T16:45:00+00:00,8.232,9.863,1,74,50.0,0,29.0,59.2,ROUTINE,1.11,0.0,0
2026-04-24T16:50:00+00:00,8.038,9.703,1,74,50.0,0,27.6,56.3,ROUTINE,1.116,0.0,0
2026-04-24T16:55:00+00:00,8.12,8.255,1,74,50.0,0,28.2,52.4,ROUTINE,1.107,0.0,0
2026-04-24T17:00:00+00:00,8.425,8.702,1,74,50.0,0,25.3,54.5,ROUTINE,1.128,0.0,0
2026-04-24T17:05:00+00:00,8.663,8.503,1,74,50.0,0,27.3,61.9,ROUTINE,1.121,0.0,0
2026-04-24T17:10:00+00:00,8.749,8.981,1,74,50.0,0,29.3,60.0,ROUTINE,1.106,0.0,0
2026-04-24T17:15:00+00:00,8.815,9.11,1,74,49.82,0,27.7,54.8,ROUTINE,1.11,0.0,0
2026-04-24T17:20:00+00:00,8.526,9.371,1,75,48.18,0,27.1,55.9,ROUTINE,1.115,0.0,0
2026-04-24T17:25:00+00:00,8.568,7.887,1,75,47.57,0,27.1,66.5,ROUTINE,1.124,0.0,0
2026-04-24T17:30:00+00:00,8.528,8.893,1,76,46.55,0,26.6,60.3,ROUTINE,1.121,0.0,0
2026-04-24T17:35:00+00:00,8.54,8.263,1,77,45.88,0,28.6,65.7,ROUTINE,1.112,0.0,0
2026-04-24T17:40:00+00:00,8.789,8.427,1,77,45.35,0,25.4,58.6,ROUTINE,1.125,0.0,0
2026-04-24T17:45:00+00:00,8.8,8.565,1,78,44.46,0,26.5,62.5,ROUTINE,1.121,0.0,0
2026-04-24T17:50:00+00:00,8.552,8.969,1,78,44.12,0,26.2,60.9,ROUTINE,1.12,0.0,0
2026-04-24T17:55:00+00:00,8.74,7.852,1,78,44.36,0,25.8,74.5,ROUTINE,1.136,0.0,0
2026-04-24T18:00:00+00:00,8.798,9.064,1,78,43.81,0,27.1,63.4,ROUTINE,1.115,0.0,0
2026-04-24T18:05:00+00:00,8.681,8.8,1,78,43.58,0,24.9,67.9,ROUTINE,1.133,0.0,0
2026-04-24T18:10:00+00:00,8.616,8.355,1,78,43.67,0,26.7,51.3,ROUTINE,1.104,0.0,0
2026-04-24T18:15:00+00:00,8.725,8.362,1,78,43.74,0,25.8,70.4,ROUTINE,1.128,0.0,0
2026-04-24T18:20:00+00:00,8.691,8.657,1,78,43.48,0,25.8,69.9,ROUTINE,1.126,0.0,0
2026-04-24T18:25:00+00:00,8.632,8.504,1,78,43.49,0,24.4,55.0,ROUTINE,1.12,0.0,0
2026-04-24T18:30:00+00:00,8.59,8.406,1,78,43.57,0,25.1,63.3,ROUTINE,1.122,0.0,0
2026-04-24T18:35:00+00:00,8.733,8.472,1,78,43.62,0,24.5,56.5,ROUTINE,1.118,0.0,0
2026-04-24T18:40:00+00:00,8.698,8.781,1,78,43.34,0,23.5,57.0,ROUTINE,1.124,0.0,0
2026-04-24T18:45:00+00:00,8.692,8.672,1,78,43.4,0,24.6,66.1,ROUTINE,1.125,0.0,0
2026-04-24T18:50:00+00:00,8.773,8.793,1,77,43.41,0,22.4,67.3,ROUTINE,1.139,0.0,0
2026-04-24T18:55:00+00:00,8.887,8.933,1,78,43.24,0,23.2,59.9,ROUTINE,1.126,0.0,0
2026-04-24T19:00:00+00:00,8.774,9.081,1,78,43.01,0,24.6,57.3,ROUTINE,1.113,0.0,0
2026-04-24T19:05:00+00:00,8.679,8.515,1,77,43.22,0,24.8,61.2,ROUTINE,1.114,0.0,0
2026-04-24T19:10:00+00:00,8.42,8.486,1,77,43.4,0,23.6,62.2,ROUTINE,1.122,0.0,0
2026-04-24T19:15:00+00:00,8.382,7.548,1,77,43.88,0,24.5,56.2,ROUTINE,1.109,0.0,0
2026-04-24T19:20:00+00:00,8.237,8.234,1,76,43.95,0,23.9,61.2,ROUTINE,1.117,0.0,0
2026-04-24T19:25:00+00:00,8.206,7.528,1,76,44.22,0,24.0,61.5,ROUTINE,1.115,0.0,0
2026-04-24T19:30:00+00:00,8.191,7.871,1,76,44.28,0,23.3,65.8,ROUTINE,1.123,0.0,0
2026-04-24T19:35:00+00:00,8.033,7.92,1,76,44.31,0,21.9,65.8,ROUTINE,1.13,0.0,0
2026-04-24T19:40:00+00:00,7.978,7.356,1,76,44.61,0,22.2,59.8,ROUTINE,1.122,0.0,0
2026-04-24T19:45:00+00:00,7.908,7.817,1,75,44.7,0,22.8,54.1,ROUTINE,1.111,0.0,0
2026-04-24T19:50:00+00:00,8.029,7.502,1,75,44.84,0,22.0,62.5,ROUTINE,1.123,0.0,0
2026-04-24T19:55:00+00:00,7.755,7.993,1,75,44.61,0,22.2,62.9,ROUTINE,1.121,0.0,0
2026-04-24T20:00:00+00:00,7.568,6.803,1,75,45.13,0,22.3,67.6,ROUTINE,1.124,0.0,0
2026-04-24T20:05:00+00:00,7.68,7.147,1,74,45.48,0,21.1,65.8,ROUTINE,1.122,0.0,0
2026-04-24T20:10:00+00:00,7.857,7.476,1,74,45.26,0,23.2,65.6,ROUTINE,1.113,0.0,0
2026-04-24T20:15:00+00:00,7.735,7.719,1,75,44.93,0,20.4,64.9,ROUTINE,1.119,0.0,0
2026-04-24T20:20:00+00:00,7.831,7.482,1,74,45.16,0,22.4,67.1,ROUTINE,1.117,0.0,0
2026-04-24T20:25:00+00:00,7.725,8.072,1,74,44.98,0,21.9,58.3,ROUTINE,1.11,0.0,0
2026-04-24T20:30:00+00:00,7.508,7.58,1,74,45.18,0,20.1,61.5,ROUTINE,1.112,0.0,0
2026-04-24T20:35:00+00:00,7.412,6.874,1,74,45.58,0,19.4,65.5,ROUTINE,1.115,0.0,0
2026-04-24T20:40:00+00:00,7.481,7.153,1,73,45.76,0,21.2,55.4,ROUTINE,1.104,0.0,0
2026-04-24T20:45:00+00:00,7.41,7.252,1,73,45.63,0,22.2,60.3,ROUTINE,1.105,0.0,0
2026-04-24T20:50:00+00:00,7.321,7.125,1,73,45.76,0,19.4,63.1,ROUTINE,1.108,0.0,0
2026-04-24T20:55:00+00:00,7.179,6.96,1,73,45.93,0,19.4,65.4,ROUTINE,1.109,0.0,0
2026-04-24T21:00:00+00:00,7.2,6.763,1,73,46.2,0,18.5,68.5,ROUTINE,1.111,0.0,0
2026-04-24T21:05:00+00:00,7.134,7.14,1,72,46.15,0,17.8,57.1,ROUTINE,1.099,0.0,0
2026-04-24T21:10:00+00:00,7.1,6.877,1,72,46.28,0,18.6,57.4,ROUTINE,1.098,0.0,0
2026-04-24T21:15:00+00:00,7.012,6.995,1,72,46.35,0,19.8,70.7,ROUTINE,1.109,0.0,0
2026-04-24T21:20:00+00:00,6.768,6.679,1,72,46.51,0,17.9,64.0,ROUTINE,1.101,0.0,0
2026-04-24T21:25:00+00:00,6.814,5.919,1,71,46.97,0,20.0,69.7,ROUTINE,1.105,0.0,0
2026-04-24T21:30:00+00:00,6.782,6.909,1,71,46.88,0,18.1,66.7,ROUTINE,1.101,0.0,0
2026-04-24T21:35:00+00:00,6.666,6.545,1,71,46.93,0,16.9,60.4,ROUTINE,1.094,0.0,0
2026-04-24T21:40:00+00:00,6.51,6.306,1,71,47.15,0,17.6,59.4,ROUTINE,1.092,0.0,0
2026-04-24T21:45:00+00:00,6.588,5.815,1,71,47.44,0,18.4,60.2,ROUTINE,1.091,0.0,0
2026-04-24T21:50:00+00:00,6.704,6.56,1,71,47.3,0,18.7,69.6,ROUTINE,1.099,0.0,0
2026-04-24T21:55:00+00:00,6.664,6.686,1,71,47.08,0,17.6,66.4,ROUTINE,1.095,0.0,0
2026-04-24T22:00:00+00:00,6.602,6.753,1,70,47.15,0,18.8,66.3,ROUTINE,1.093,0.0,0
2026-04-24T22:05:00+00:00,6.671,6.554,1,70,47.27,0,18.1,60.6,ROUTINE,1.087,0.0,0
2026-04-24T22:10:00+00:00,6.782,6.964,1,70,47.14,0,17.1,63.6,ROUTINE,1.088,0.0,0
2026-04-24T22:15:00+00:00,7.004,6.983,1,70,46.94,0,18.8,75.2,ROUTINE,1.098,0.0,0
2026-04-24T22:20:00+00:00,6.945,7.392,1,71,46.52,0,16.8,71.2,ROUTINE,1.093,0.0,0
2026-04-24T22:25:00+00:00,6.77,7.204,1,70,46.62,0,17.6,66.7,ROUTINE,1.087,0.0,0
2026-04-24T22:30:00+00:00,6.741,6.56,1,70,46.95,0,15.7,63.8,ROUTINE,1.084,0.0,0
2026-04-24T22:35:00+00:00,6.662,6.95,1,70,47.01,0,16.9,66.3,ROUTINE,1.085,0.0,0
2026-04-24T22:40:00+00:00,6.726,6.371,1,70,47.15,0,16.1,63.2,ROUTINE,1.081,0.0,0
2026-04-24T22:45:00+00:00,7.016,6.816,1,70,47.03,0,16.7,63.0,ROUTINE,1.079,0.0,0
2026-04-24T22:50:00+00:00,6.869,7.059,1,70,46.48,0,16.6,63.6,ROUTINE,1.079,0.0,0
2026-04-24T22:55:00+00:00,6.987,6.71,1,70,46.76,0,17.9,62.5,ROUTINE,1.076,0.0,0
2026-04-24T23:00:00+00:00,6.858,7.463,1,70,46.54,0,16.5,70.9,ROUTINE,1.083,0.0,0
2026-04-24T23:05:00+00:00,6.727,6.796,1,69,46.78,0,15.2,70.7,ROUTINE,1.082,0.0,0
